commune,code_departement,dmaj,insee,region,departement,commune_1,appellation_courante,adresse_1,siecle,date_de_protection,precision_sur_la_protection,auteur,statut,description,historique,affectataire,adresse,ancienne_region,reference,contact,longitude,latitude,coordonnees,x_commune_code,x_commune_name,x_epci_code,x_epci_name,x_arrondissement_code,x_arrondissement_name,x_departement_code,x_departement_name,x_region_code,x_region_name
Saint-Etienne,42,2020-11-17,42218,Auvergne-Rhône-Alpes,Loire,Saint-Etienne,"Tombeau Smith, ou Pyramide Smith, situé dans le cimetière du Crêt du Roc (cimetière Saint-Claude)",7 allée du Cimetière,2e quart 19e siècle,2011/02/17 : inscrit MH,"Le tombeau (ilôt 4, concession SA 116) : inscription par arrêté du 17 février 2011",,propriété de la commune,,"La concession n°116 du cimetière du Crêt de Roc est acquise en 1827 par Johannès Smith Leclerc. La plaque funéraire mentionne son fils, décédé en 1882. Cette tombe est la n°7 dans l'îlot 4. Il s'agit d'un tombeau, formant une pyramide parfaite, réalisé en métal (fonte). La pyramide surmontée d'un pyramidion, repose sur un socle en métal prenant appui sur une dalle en grès entourée de grilles en ferronnerie. Des clous métalliques sont visibles sur les faces de le pyramide portant également des inscriptions funéraires. Une petite croix en ferronnerie est clouée au faîte de la pyramide.",,Cimetière (allée du) 7,Anciennement région de : Rhône-Alpes,PA42000040,mediatheque.patrimoine@culture.gouv.fr,,,,42218,Saint-Étienne,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Etienne,42,2021-02-02,42218,Auvergne-Rhône-Alpes,Loire,Saint-Etienne,Centrale Energie de la Manufacture française d'Armes et Cycles dite Manufrance,53 cours Fauriel,4e quart 19e siècle;1er quart 20e siècle,2002/12/22 : inscrit MH,"Les façades et toitures, et le matériel industriel à l'intérieur du bâtiment : tableaux électriques, pont roulant et deux moteurs (cad. HR 238 à 240, 337 à 339, 250) : inscription par arrêté du 22 décembre 2002",LAMAIZIERE Léon (architecte),propriété privée,,"Manufacture créée en 1885 par Etienne Mimard, commerçant, et Pierre Blachon, armurier. L'augmentation de la production des armes et des cycles avec l'apparition de la bicyclette, entraîne l'insuffisance des locaux. En 1890, des terrains sont achetés. Léon Lamairière conçoit un module architectural de 120 mètres de long et la première phase de la construction débute en 1893. Le bâtiment des machines est construit en 1902. Il est constitué d'un rez-de-chaussée et d'un étage. La façade principale présente un escalier et une porte centrale dont l'entablement repose sur des consoles. L'entrée est entourée de fenêtres à entablement.",,"Fauriel (cours) 51, anciennement 53",Anciennement région de : Rhône-Alpes,PA42000012,mediatheque.patrimoine@culture.gouv.fr,4.40358952024373,45.4271881842449,"45.4271881842449,4.40358952024373",42218,Saint-Étienne,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Etienne,42,2021-02-02,42218,Auvergne-Rhône-Alpes,Loire,Saint-Etienne,Hôtel Bernou de Rochetaillée,5 place du Peuple ; 8-10-12 rue d'Alsace-Lorraine,17e siècle;18e siècle,2007/07/04 : inscrit MH,Les façades et toitures ainsi que les parties communes (la cage d'escalier et ses paliers en totalité) (cad. EM 124) : inscription par arrêté du 4 juillet 2007,,propriété privée,,Les murs de façade sont rythmés par un bossage continu et des cartouches. A l'angle se trouve une niche abritant Saint-Jean-Baptiste. Le rez-de-chaussée est réservé aux boutiques ; les trois niveaux aux logements privés. Un porche à deux vantaux est surmonté par deux figures féminines représentant la Renommée et la Gloire. Il ouvre sur une allée. La cage d'escalier à trois volées renferme un escalier bordé de balustrades classiques. Le vide central est éclairé par une verrière. Les deux premiers niveaux possèdent des plafonds à la fougère.,,Peuple (place du) 5 ; Alsace-Lorraine (rue d') 8-10-12,Anciennement région de : Rhône-Alpes,PA42000031,mediatheque.patrimoine@culture.gouv.fr,4.38830653093666,45.4370730327173,"45.4370730327173,4.38830653093666",42218,Saint-Étienne,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Etienne,42,2021-11-08,42218,Auvergne-Rhône-Alpes,Loire,Saint-Etienne,"Site minier dit "" Puits Couriot """,rue Calixte-Plotton,1ère moitié 20e siècle,2010/04/22 : inscrit MH ; 2011/01/20 : classé MH,"Le site minier, ainsi que les parcelles sur lesquelles il se trouve, soient : tous ses bâtiments en totalité à l'exception du bâtiment administratif proposé pour une inscription de ses façades et toitures, des installations techniques et des machines dont les chevalements, des bassins d'eau d'exhaure, du monument aux morts de la cour d'entrée, de l'entrée de la fendue des passerelles, ainsi que la parcelle 218 NZ 94 ; la totalité de la plate-forme basse jusqu'à la clôture de la voie SNCF, soient les parcelles 218 OS 82, NZ 93 et OT 51 ; les crassiers sis avec la parcelle 218 OR 32 ; les façades et toitures des bâtiments de l'ancienne mine situés au pied des crassiers et sa parcelle 218 OR 10 : inscription par arrêté du 22 avril 2010 - Les éléments suivants du site minier du Puits Couriot, situés aux lieux-dits « la Culatte » et « le Clapier » : la parcelle cadastrée 218 NZ 94 avec tous les éléments immeubles par nature qui y sont implantés, à l'exception des intérieurs du bâtiment administratif ; les façades et toitures des bâtiments de l'ancienne mine avec la parcelle cadastrée 218 OR 10 sur laquelle ils se trouvent ; les crassiers avec leur parcelle cadastrée 218 OR 32 : classement par arrêté du 20 janvier 2011",,propriété de la commune ; propriété de l'Etat,,"Le site du puits Couriot doit son nom à Charles-Henry Couriot, ingénieur-conseil de la société des Mines de la Loire qui acquiert, en 1893, le site où étaient déjà implantés les puits Chatelus I et II, arrêtés en 1887. Après modernisation, le puits Chatelus I est remis en marche en 1899. Le site continue à être modernisé selon les idées de Couriot. En 1907, décision est prise de foncer Chatelus III afin de répondre à la demande croissante de charbon. Une station électrique doit être construite ainsi que des logements ouvriers. Couriot, alors à la tête de la société, entérine ces projets. En 1914, le puits est en capacité de production mais la guerre arrête les travaux qui doivent reprendre afin de satisfaire les nouveaux besoins en charbon suscités par le conflit. Durant cette période, la société renforce sa position en faisant l'acquisition de toutes les infrastructures et terrains environnants. Le puits devient véritablement opérationnel en 1919. A partir de 1920, le site est à son apogée. Un premier crassier fait son apparition en 1936 suivi d'un deuxième en 1948. La guerre de 1939-45 affectera peu l'activité du site. Nationalisé en 1946, Couriot continue de produire pour la reconstruction d'après guerre. Les années 50 annoncent le déclin des houillères du bassin et la fermeture définitive a lieu en avril 1973. En 1991, le musée des Mines ouvre ses portes. A ce jour, les bâtiments sont pour l'essentiel issus des constructions d'avant la Première Guerre, notamment le chevalement posé en 1914 et le bâtiment du treuil de secours ou encore le lavabo de 1913 et l'ancienne lampisterie. De nouveaux bâtiments administratifs et une nouvelle lampisterie surplombant les bassins des eaux d'exhaure, complètent l'ensemble. La cour d'entrée est ornée d'un monument aux morts érigé en 1920. Le bâtiment de la machine d'extraction datant de 1936 est toujours en place. A l'ouest, l'entrée de la Fendue des Passerelles est encore visible. Les services administratifs du musée et du centre de documentation occupent les anciens bureaux situés au sud.",,Calixte-Plotton (rue),Anciennement région de : Rhône-Alpes,PA42000039,mediatheque.patrimoine@culture.gouv.fr,,,,42218,Saint-Étienne,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Etienne-le-Molard,42,2021-02-02,42219,Auvergne-Rhône-Alpes,Loire,Saint-Etienne-le-Molard,Croix de cimetière (ancienne),,12e siècle,1972/06/28 : classé MH,Croix de cimetière (ancienne) au chevet de l'église (cad. B 1004) : classement par arrêté du 28 juin 1972,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117606,mediatheque.patrimoine@culture.gouv.fr,4.0888689003634,45.7321045312409,"45.7321045312409,4.0888689003634",42219,Saint-Étienne-le-Molard,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Etienne-le-Molard,42,2021-02-02,42219,Auvergne-Rhône-Alpes,Loire,Saint-Etienne-le-Molard,Château de la Bastie-d'Urfé,,15e siècle;16e siècle;17e siècle;18e siècle,1912/10/25 : classé MH,Château de la Bastie-d'Urfé : classement par arrêté du 25 octobre 1912,,propriété d'une société privée,,,,,Anciennement région de : Rhône-Alpes,PA00117605,mediatheque.patrimoine@culture.gouv.fr,4.0787863120596,45.7276213102345,"45.7276213102345,4.0787863120596",42219,Saint-Étienne-le-Molard,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Forgeux-Lespinasse,42,2021-02-02,42220,Auvergne-Rhône-Alpes,Loire,Saint-Forgeux-Lespinasse,Donjon de Lespinasse,,12e siècle,1949/12/29 : inscrit MH,Donjon de Lespinasse : inscription par arrêté du 29 décembre 1949,,propriété privée,,,,,Anciennement région de : Rhône-Alpes,PA00117607,mediatheque.patrimoine@culture.gouv.fr,3.96115919467984,46.12230705639,"46.12230705639,3.96115919467984",42220,Saint-Forgeux-Lespinasse,200035731,CA du Roannais,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Sainte-Foy-Saint-Sulpice,42,2021-02-02,42221,Auvergne-Rhône-Alpes,Loire,Sainte-Foy-Saint-Sulpice,Eglise Sainte-Foy,,,1949/12/29 : inscrit MH,Eglise Sainte-Foy : inscription par arrêté du 29 décembre 1949,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117608,mediatheque.patrimoine@culture.gouv.fr,4.12984634120023,45.7689443140698,"45.7689443140698,4.12984634120023",42221,Sainte-Foy-Saint-Sulpice,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Galmier,42,2021-03-06,42222,Auvergne-Rhône-Alpes,Loire,Saint-Galmier,Maison,10 rue Saint-Philippe,1er quart 16e siècle,1949/12/29 : inscrit MH partiellement,Statue de Saint-Roch et sa niche : inscription par arrêté du 29 décembre 1949,,propriété privée,,,,Saint-Philippe (rue) 10,Anciennement région de : Rhône-Alpes,PA00117613,mediatheque.patrimoine@culture.gouv.fr,,,,42222,Saint-Galmier,244200770,CU Saint-Etienne Métropole,421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Galmier,42,2021-02-02,42222,Auvergne-Rhône-Alpes,Loire,Saint-Galmier,Château de Teillères ou Manoir de Teillères,,2e quart 14e siècle;17e siècle,1929/10/24 : inscrit MH,Château de Teillères ou Manoir de Teillères : inscription par arrêté du 24 octobre 1929,,propriété privée,,,,,Anciennement région de : Rhône-Alpes,PA00117609,mediatheque.patrimoine@culture.gouv.fr,4.32056698270704,45.5854025156227,"45.5854025156227,4.32056698270704",42222,Saint-Galmier,244200770,CU Saint-Etienne Métropole,421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Galmier,42,2020-11-17,42222,Auvergne-Rhône-Alpes,Loire,Saint-Galmier,Eglise,,15e siècle,1972/11/08 : inscrit MH partiellement ; 1972/11/08 : classé MH,Clocher et façade occidentale (cad. AE 238) : inscription par arrêté du 8 novembre 1972 ; Eglise sauf parties inscrites (cad. AE 282) : classement par arrêté du 8 novembre 1972,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117610,mediatheque.patrimoine@culture.gouv.fr,,,,42222,Saint-Galmier,244200770,CU Saint-Etienne Métropole,421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Galmier,42,2021-02-02,42222,Auvergne-Rhône-Alpes,Loire,Saint-Galmier,Chapelle de Madame Cherbouquet-Badoit,3 rue du Dupuy,4e quart 19e siècle,2009/06/22 : inscrit MH,La chapelle en totalité (cad. BY 375) : inscription par arrêté du 2 juin 2009,Hervier Aubin (peintre);;Bégule Lucien (peintre-verrier),propriété privée,,"La Maison-Dieu est une maison bourgeoise du 19e siècle dont l'entrée se fait par une ancienne tour du 15e siècle. Marguerite-Stéphanie Charbouquet-Badoit rachète la demeure à la fin du 19e siècle. Elle fait construire en 1884 une chapelle accessible par un passage couvert dans le jardin. La chapelle à vaisseau unique est de plan rectangulaire. Le mur occidental s'adosse à la maison principale. Les murs est et nord donnent directement sur la cour. Le mur oriental est surmonté d'un fronton triangulaire orné d'un oculus et d'une croix. Peinte par Aubin Hervier, la chapelle se présente comme un livre d'images. Des scènes figuratives de grand format sont encadrées de frises florales et géométriques. Le décor est organisé en trois registres : un décor de motifs floraux encadrés par des cercles dans un camaïeu de vert ; une frise de rinceaux accueillant le chemin de croix puis des scènes figuratives dans des tableaux rectangulaires. Un concert d'anges chantant et jouant d'instruments orne le mur de l'autel. Le niveau inférieur est peint d'une tenture rouge en trompe l'oeil. Le plafond représente la voûte céleste avec des étoiles dorées peintes sur un fond bleu. Vitraux de Lucien Bégule.",,Dupuy (rue du) 3,Anciennement région de : Rhône-Alpes,PA42000037,mediatheque.patrimoine@culture.gouv.fr,4.31897906363917,45.5898671392236,"45.5898671392236,4.31897906363917",42222,Saint-Galmier,244200770,CU Saint-Etienne Métropole,421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Galmier,42,2020-11-17,42222,Auvergne-Rhône-Alpes,Loire,Saint-Galmier,Maison dite de la Devise,place de la Devise,2e quart 16e siècle,1925/12/07 : inscrit MH partiellement,Porte Renaissance (cad. AE 214) : inscription par arrêté du 7 décembre 1925,,propriété privée,,,,Devise (place de la),Anciennement région de : Rhône-Alpes,PA00117612,mediatheque.patrimoine@culture.gouv.fr,,,,42222,Saint-Galmier,244200770,CU Saint-Etienne Métropole,421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Galmier,42,2021-11-08,42222,Auvergne-Rhône-Alpes,Loire,Saint-Galmier,Immeuble,24 rue Saint-Etienne,15e siècle;16e siècle,1945/02/27 : classé MH,Immeuble : classement par arrêté du 27 février 1945,,propriété privée,,,,Saint-Etienne (rue) 24,Anciennement région de : Rhône-Alpes,PA00117611,mediatheque.patrimoine@culture.gouv.fr,4.31720355755442,45.5888308264428,"45.5888308264428,4.31720355755442",42222,Saint-Galmier,244200770,CU Saint-Etienne Métropole,421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Galmier,42,2021-11-08,42222,Auvergne-Rhône-Alpes,Loire,Saint-Galmier,Ancienne usine de la société Badoit,,19e siècle,2015/08/26 : inscrit MH,"L'ancienne usine de la société Badoit, sise Cote de la Fontforêt, en totalité, avec son parvis ainsi que les parcelles CC 105, 106 et 107 sur lesquelles elle se trouve : inscription par arrêté du 26 août 2015",Batillat Hugues (architecte),propriété de la commune,,"La source primitive est connue des romains. On l'appelle Fontfort. Elle est achetée par un courtier en soieries, Auguste Saturnin Badoit qui devient fermier de la source en 1837. Avec la mode du thermalisme, Auguste Badoit s'oriente vers la distribution d'eau en bouteille. Le bâtiment de l'entreprise est édifiée en 1868 par Hugues Batillat (1816-1878). Remplacé par des infrastructures plus modernes, le bâtiment est revendu à la commune en 2012.",,,Anciennement région de : Rhône-Alpes,PA42000045,mediatheque.patrimoine@culture.gouv.fr,4.3153348279963,45.588365285521,"45.588365285521,4.3153348279963",42222,Saint-Galmier,244200770,CU Saint-Etienne Métropole,421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Genilac,42,2019-05-15,42225,Auvergne-Rhône-Alpes,Loire,Genilac,Aqueduc romain,,,1962/04/02 : classé MH ; 1962/04/02 : classé MH,"Vestiges du pont, lieudit Les Murès (cad. B 360) : classement par arrêté du 2 avril 1962 ; Vestiges du pont, lieuxdits Feloin et Aux Arcs (cad. B 444, 445, 448, 764) : classement par arrêté du 2 avril 1962",,propriété privée,,,,,Anciennement région de : Rhône-Alpes,PA00117493,mediatheque.patrimoine@culture.gouv.fr,,,,42225,Genilac,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Georges-en-Couzan,42,2021-02-02,42227,Auvergne-Rhône-Alpes,Loire,Saint-Georges-en-Couzan,Croix,Grand-Place,4e quart 16e siècle,1949/12/29 : inscrit MH,Croix du 16e siècle : inscription par arrêté du 29 décembre 1949,,propriété de la commune,,,,Grand-Place,Anciennement région de : Rhône-Alpes,PA00117614,mediatheque.patrimoine@culture.gouv.fr,3.93139386372426,45.7009011825851,"45.7009011825851,3.93139386372426",42227,Saint-Georges-en-Couzan,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Germain-Laval,42,2020-11-17,42230,Auvergne-Rhône-Alpes,Loire,Saint-Germain-Laval,Chapelle de la Madeleine (ancienne),,12e siècle;13e siècle,1952/06/21 : inscrit MH partiellement,Clocher : inscription par arrêté du 21 juin 1952,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117616,mediatheque.patrimoine@culture.gouv.fr,,,,42230,Saint-Germain-Laval,244200614,CC des Vals d'Aix et Isable,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Germain-Laval,42,2021-02-02,42230,Auvergne-Rhône-Alpes,Loire,Saint-Germain-Laval,Croix de carrefour de Verrières,,15e siècle,1911/06/02 : classé MH,Croix de carrefour de Verrières : classement par arrêté du 2 juin 1911,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117615,mediatheque.patrimoine@culture.gouv.fr,4.02735985710905,45.8178457317135,"45.8178457317135,4.02735985710905",42230,Saint-Germain-Laval,244200614,CC des Vals d'Aix et Isable,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Germain-Laval,42,2021-02-02,42230,Auvergne-Rhône-Alpes,Loire,Saint-Germain-Laval,Pont sur l'Aix dit de Baffie,,1er quart 14e siècle,1925/12/04 : inscrit MH,Pont sur l'Aix dit de Baffie : inscription par arrêté du 4 décembre 1925,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117620,mediatheque.patrimoine@culture.gouv.fr,4.00377032721654,45.831142785966,"45.831142785966,4.00377032721654",42230,Saint-Germain-Laval,244200614,CC des Vals d'Aix et Isable,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Germain-Laval,42,2021-02-02,42230,Auvergne-Rhône-Alpes,Loire,Saint-Germain-Laval,Chapelle de pélerinage Notre-Dame de Laval,,13e siècle;14e siècle;15e siècle;17e siècle,1928/01/27 : inscrit MH,Chapelle Notre-Dame de Laval : inscription par arrêté du 27 janvier 1928,,propriété d'une société privée,,,,,Anciennement région de : Rhône-Alpes,PA00117617,mediatheque.patrimoine@culture.gouv.fr,4.00501376676925,45.8305790199678,"45.8305790199678,4.00501376676925",42230,Saint-Germain-Laval,244200614,CC des Vals d'Aix et Isable,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Germain-Laval,42,2020-11-17,42230,Auvergne-Rhône-Alpes,Loire,Saint-Germain-Laval,Commanderie de Verrières (ancienne),,13e siècle,1911/07/13 : classé MH,Chapelle : classement par arrêté du 13 juillet 1911,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117618,mediatheque.patrimoine@culture.gouv.fr,,,,42230,Saint-Germain-Laval,244200614,CC des Vals d'Aix et Isable,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Germain-Laval,42,2021-02-02,42230,Auvergne-Rhône-Alpes,Loire,Saint-Germain-Laval,Maison du 15e siècle en bois,place du Marché,15e siècle,1947/03/21 : inscrit MH partiellement,Façades et toitures : inscription par arrêté du 21 mars 1947,,propriété privée,,,,Marché (place du),Anciennement région de : Rhône-Alpes,PA00117619,mediatheque.patrimoine@culture.gouv.fr,4.01089311634217,45.8295436606824,"45.8295436606824,4.01089311634217",42230,Saint-Germain-Laval,244200614,CC des Vals d'Aix et Isable,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Haon-le-Châtel,42,2021-02-02,42232,Auvergne-Rhône-Alpes,Loire,Saint-Haon-le-Châtel,maison du cadran solaire,,2e quart 16e siècle;17e siècle;18e siècle,1983/03/21 : classé MH,Façades et toitures ; escalier à vis et salon avec leur décor peint ; cheminée du premier étage avec son trumeau ; cheminée du deuxième étage avec son inscription (cad. A 237) : classement par arrêté du 21 mars 1983,,propriété privée,,,,,Anciennement région de : Rhône-Alpes,PA00117623,mediatheque.patrimoine@culture.gouv.fr,3.91380814425032,46.0668021463592,"46.0668021463592,3.91380814425032",42232,Saint-Haon-le-Châtel,200035731,CA du Roannais,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Haon-le-Châtel,42,2020-11-17,42232,Auvergne-Rhône-Alpes,Loire,Saint-Haon-le-Châtel,Hôtel Pelletier (ancien),,15e siècle,1925/12/04 : inscrit MH partiellement,Façades : inscription par arrêté du 4 décembre 1925,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117622,mediatheque.patrimoine@culture.gouv.fr,,,,42232,Saint-Haon-le-Châtel,200035731,CA du Roannais,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Haon-le-Châtel,42,2021-02-02,42232,Auvergne-Rhône-Alpes,Loire,Saint-Haon-le-Châtel,Eglise,,12e siècle;15e siècle;17e siècle;18e siècle,1958/07/29 : inscrit MH,Eglise (cad. 110) : inscription par arrêté du 29 juillet 1958,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117621,mediatheque.patrimoine@culture.gouv.fr,3.9135567119719,46.0668766002803,"46.0668766002803,3.9135567119719",42232,Saint-Haon-le-Châtel,200035731,CA du Roannais,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Haon-le-Châtel,42,2021-02-02,42232,Auvergne-Rhône-Alpes,Loire,Saint-Haon-le-Châtel,Porte de ville avec ses vantaux,,,1925/12/04 : inscrit MH,Porte de ville avec ses vantaux : inscription par arrêté du 4 décembre 1925,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117624,mediatheque.patrimoine@culture.gouv.fr,3.91453499755817,46.0661778060245,"46.0661778060245,3.91453499755817",42232,Saint-Haon-le-Châtel,200035731,CA du Roannais,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Héand,42,2021-02-02,42234,Auvergne-Rhône-Alpes,Loire,Saint-Héand,Eglise Saint-Médard,,4e quart 19e siècle,1982/02/05 : inscrit MH,Eglise Saint-Médard (cad. G 67) : inscription par arrêté du 5 février 1982,SAINTE-MARIE PERRIN (maître de l'oeuvre),propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117627,mediatheque.patrimoine@culture.gouv.fr,4.37301817744625,45.5296246733237,"45.5296246733237,4.37301817744625",42234,Saint-Héand,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Héand,42,2021-02-02,42234,Auvergne-Rhône-Alpes,Loire,Saint-Héand,Croix du Marthouret,route de la Talaudière,16e siècle,1946/03/08 : inscrit MH,Croix du Marthouret : inscription par arrêté du 8 mars 1946,,propriété de la commune,,,,Talaudière (route de la),Anciennement région de : Rhône-Alpes,PA00117626,mediatheque.patrimoine@culture.gouv.fr,4.4182635116649,45.5108480370411,"45.5108480370411,4.4182635116649",42234,Saint-Héand,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Héand,42,2021-02-02,42234,Auvergne-Rhône-Alpes,Loire,Saint-Héand,Château de Malval,,2e moitié 16e siècle;17e siècle,1964/05/08 : inscrit MH partiellement,Façades et toitures (cad. G 277) : inscription par arrêté du 8 mai 1964,,propriété privée,,,,,Anciennement région de : Rhône-Alpes,PA00117625,mediatheque.patrimoine@culture.gouv.fr,4.36898668700366,45.5346315910351,"45.5346315910351,4.36898668700366",42234,Saint-Héand,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Hilaire-Cusson-la-Valmitte,42,2021-02-02,42235,Auvergne-Rhône-Alpes,Loire,Saint-Hilaire-Cusson-la-Valmitte,Eglise,,12e siècle;15e siècle;16e siècle;18e siècle,1978/09/07 : inscrit MH,Eglise (cad. AB 91) : inscription par arrêté du 7 septembre 1978,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117628,mediatheque.patrimoine@culture.gouv.fr,4.04166217807701,45.3681301138592,"45.3681301138592,4.04166217807701",42235,Saint-Hilaire-Cusson-la-Valmitte,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Hilaire-sous-Charlieu,42,2021-02-02,42236,Auvergne-Rhône-Alpes,Loire,Saint-Hilaire-sous-Charlieu,Château,79 allée du Vieux Château,17e siècle,1989/11/16 : inscrit MH partiellement ; 2019/01/09 : inscrit MH,"Grand salon avec son décor peint (cad. A 245) : inscription par arrêté du 16 novembre 1989 ; Le château de Saint-Hilaire-sous-Charlieu, en totalité, ses douves et son système hydraulique, le bâtiment à l'architecture vernaculaire situé sur la parcelle 1016, tout élément maçonné constitutif de la composition du jardin ou du château, ainsi que leurs sols d'assises, situés 79 allée du Vieux Château (cad. A 244, 245, 1016, 1019) : inscription par arrêté du 9 janvier 2019",,propriété privée,"Le château de Saint-Hilaire-sous-Charlieu se trouve dans le nord du bourg principal de la commune. Il est constitué d'un corps de logis retangulaire flanqué de trois tours et d'une chapelle dans sa partie nord. Les tours sont ornementales, à l'exception de la tour sud-ouest. Le tout occupe une parcelle circulaire entourée de douves en eau. L'ancien pont-levis a été transformé en passerelle pour accéder à la grille d'entrée. A l'intérieur, les décors et boiseries XIXe cotoient le salon XVIIIe inscrit. Un tableau particulièrement intéressant occupe le trumeau de la cheminée de la salle à manger : un original ou une copie fidèle d'une allégorie des Vices et de la Vertus par Martens de Vos (1532-1603). Des communs au sud de la parcelle sont des constructions très tardives dont l'un sert de logement, un pigeonnier également tardif se trouve au nord du château.","Le château de Saint-Hilaire-sous-Charlieu a été une résidence ou, pour le moins, une propriété des abbés de Charlieu. Sa construction est supposée du XIVe siècle, les archives de l'abbaye ayant été brûlées à la Révolution, il est malaisé de le confirmer. Après les ravages des conflits religieux au XVIe siècle, il semble que le château soit alors en ruine. En 1635 néanmoins, il est acquis par emphytéose perpétuelle par Jean-Baptise Farjot, écuyer, conseiller du roi, chevalier et capitaine du guet de la ville de Lyon avec droits de justice et de dîme. Bien que les frères évoquent les difficultés d'entretien depuis 'les troubles' qui l'ont partiellement dégradé, le château décrit sommairement au moment de la cession correspond à ce qu'il est aujourd'hui. Après la mort de Jean-Baptiste Farjot, le domaine devient propriété des Dubec seigneurs de Lamothe qui le conservèrent jusqu'en 1768. Le 18 novembre de cette même année, il est acquis par André Alex, notaire à Charlieu. Les familles changent de nom mais aucune rupture par vente n'est signalée jusqu'à aujourd'hui. Néanmoins, au cours des successions les archives du bâtiment disparaissent. Une vaste campagne de restauration semble s'être déroulée au XIXe siècle pour moderniser cette demeure, les travaux ne sont pas documentés. Le propriétaire actuel entreprend des travaux d'entretien avec la Fondation de Patrimoine depuis des années, son but est la reconnaissance et la protection de son château.",,Vieux Château (allée du) 79,Anciennement région de : Rhône-Alpes,PA00117689,mediatheque.patrimoine@culture.gouv.fr,4.18458666126426,46.1246143624224,"46.1246143624224,4.18458666126426",42236,Saint-Hilaire-sous-Charlieu,200035202,CC du Pays de Charlieu Belmont,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
